gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
VCAN	7	3	1	0	4	0.18277051675516418	0.9280874247092413	0.9280874247092413	0.9125862887563224	0.008908371672580961	0.9438033044711477	0.026200298125740096	0.4311930764133081	0.49739172596215525	0.9790755787452324	0.8729928148338201	1	0.06194565027519705	0.9999999218089236
HLA-DQB2	4	13	0	0	0	4.21700016791988	0	0	0	0.005545578685900554	0.4686542634969034	0.011299106709665052	1	0.3898579112139265	0.9790755787452324	0.5963560551984521	1	0.0619533592383843	0.9999999218089236
GPATCH8	0	6	1	0	4	75.91685141225518	168.27699054805026	168.27699054805026	2.0625785914206434	0.030226822715984092	0.05026691176909248	0.05948606913652388	0.1902381037354976	0.631938643763603	0.9011522201075938	0.8884328472409911	1	0.062031396674397055	0.9999999218089236
B4GALT2	0	2	0	0	3	48.34944470253715	0	0	5.783685863629155	0.11761982448016128	0.9406493355616454	0.274330379939272	0.041364980807895205	0.675099813486543	0.9790755787452324	0.9950479874714564	1	0.0621709698275299	0.9999999218089236
IFNL2	0	1	1	0	1	41.614951341811924	445.40217965583275	445.40217965583275	3.8557905757527697	0.19149873905273163	0.017840093428822312	0.05575501404877137	0.20421691092401772	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.06234309378517522	0.9999999218089236
RBM43	0	0	1	0	1	0	417.88944011661266	417.88944011661266	2.1648433120846557	0.8275394051561991	0.01911217304638957	0.03649270168841401	0.31215161035224903	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.06236609087931799	0.9999999218089236
GALNT2	0	1	1	0	3	20.303673197035685	170.3108861173068	170.3108861173068	4.064758246816295	0.330874799630379	0.04964317929422435	0.1454363973028706	0.078419069143556	0.6947442964065651	0.9000946832796359	0.9591911304025326	1	0.06242752891907455	0.9999999218089236
TSC1	2	3	1	0	8	0.9441389248218415	3.3942774371688693	3.3942774371688693	5.321983901983223	0.949574913995323	0.3596424234508222	0.6081959445902607	0.018772528486280082	0.9758461523761862	0.9790755787452324	0.9950479874714564	0.8512480537572285	0.062482946019399965	0.9999999218089236
ASCL1	0	2	0	0	2	65.44469332061682	0	0	6.540201736086979	0.07866130938322313	0.9580219598217776	0.20485306579520457	0.055805083697962235	0.6659278949367332	0.9790755787452324	0.9950479874714564	1	0.06254764128480428	0.9999999218089236
BTBD2	0	0	0	0	5	0	0	0	7.367052335801395	0.8018858138704593	0.9425864539099382	0.9678080376787153	0.011865873655331122	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7262810214697011	0.06278023639493469	0.9999999218089236
GABRA2	0	1	1	1	0	23.02099160080259	408.83407773577477	408.83407773577477	0	0.3033516631882949	0.0032960583533350185	0.011527067719452111	1	0.6879231571933302	0.6613863895805443	0.5965855114234931	1	0.06297303138924393	0.9999999218089236
AGAP3	1	7	0	0	4	4.95497494409515	0	0	3.3991837970452052	0.0684818935601541	0.6398280242424204	0.13145285448455202	0.0878095836792906	0.6618212892627588	0.9790755787452324	0.9455278491083964	1	0.06304332586116512	0.9999999218089236
TNFSF14	0	5	0	0	0	174.1919634042494	0	0	0	0.0034286231372033793	0.9439053836076409	0.011552774855636327	1	0.29345554168706717	0.9790755787452324	0.5965855114234931	1	0.0630877351667617	0.9999999218089236
BVES	2	0	1	1	0	0	9.952495279562315	9.952495279562315	0	0.11863233163612086	0.03530775833753186	0.011569672630756922	1	0.675099813486543	0.8900320297204208	0.5965855114234931	1	0.06316310091076871	0.9999999218089236
SMAP1	0	1	0	0	4	24.609209669481935	0	0	6.62405047629322	0.2892188997713996	0.9262737177917209	0.5395569812260166	0.021455514456086917	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.8847672317230418	0.06319342252547944	0.9999999218089236
ALOX15	0	4	1	1	0	80.17278423757031	379.79500641762854	379.79500641762854	0	0.034302790810175954	0.0038069804681534203	0.011585970166362536	1	0.6344650149133843	0.6752087895231966	0.5965855114234931	1	0.06323576614674564	0.9999999218089236
SLC22A9	0	3	0	1	2	65.6510131159981	231.57981138409588	231.57981138409588	2.7978841361960534	0.060413993750172534	0.035955154171158354	0.06677731199612369	0.17372737791392376	0.6560654474341984	0.8900320297204208	0.8884328472409911	1	0.06330296968205129	0.9999999218089236
NAT10	0	6	0	0	2	97.18998237183382	0	0	1.5107483542423135	0.016063687376368874	0.9067619123304929	0.03624915870947942	0.32058553803378237	0.5605190556707724	0.9790755787452324	0.8884328472409911	1	0.06339167905172727	0.9999999218089236
SEC61A1	1	3	0	0	4	2.871632055599664	0	0	6.378715273467546	0.3210970719976678	0.6446737042214469	0.49485762436305225	0.0235063074486216	0.6897264773171153	0.9790755787452324	0.9950479874714564	0.9059936003563778	0.06344210090778057	0.9999999218089236
RNF19A	0	1	2	0	0	15.716197710380879	358.9648175767799	358.9648175767799	0	0.39019725467876787	0.004248607733012166	0.011633514798099709	1	0.7453188778280214	0.6836696512079996	0.5974531188132263	1	0.06344762081155275	0.9999999218089236
SSUH2	1	0	1	0	2	0	8.80403588503376	8.80403588503376	4.122414392161207	0.2477895423474984	0.15470068765256095	0.1081519566007566	0.10758132034884532	0.6849084872670016	0.9790755787452324	0.9203992167696452	1	0.06345481587986712	0.9999999218089236
SLC39A13	0	0	0	0	4	0	0	0	8.333482857272116	0.8208478438078437	0.9377698954228542	0.973047993287849	0.01196656967289219	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7264061292130956	0.0634945233011669	0.9999999218089236
NPIPB2	14	25	0	0	1	1.8264795122370643	0	0	1.9472711199153436	0.06504429272122803	0.1288994187311907	0.0348059282254235	0.3349538752882223	0.6593357651908739	0.9790755787452324	0.8884328472409911	1	0.0635583429265788	0.9999999218089236
ZBTB40	2	3	3	0	1	0.9574662031183382	11.060614953120519	11.060614953120519	0.6250112142954087	0.9618423308705908	0.010410464788710216	0.0193363043610989	0.604014414293101	0.9816117411946927	0.8900320297204208	0.7587940082347359	1	0.06365192610223414	0.9999999218089236
KIR2DL1	2	7	0	0	2	3.953691576658424	0	0	4.13340749720697	0.0568232123142578	0.5639250086239904	0.10902574277272448	0.1072020792358034	0.6560654474341984	0.9790755787452324	0.9203992167696452	1	0.06368921243617942	0.9999999218089236
CSPG4	3	20	0	0	2	3.7272451503615773	0	0	0.6672526093209701	0.013014017366326569	0.46127832531366053	0.021307131018758918	0.5503881977338092	0.5305849766666872	0.9790755787452324	0.7929674916809247	1	0.06386447668601869	0.9999999218089236
SLC25A24	0	1	1	1	0	23.24873861900775	405.5574256067207	405.5574256067207	0	0.30124424258303795	0.0033484794384665006	0.011751531076987565	1	0.6879231571933302	0.6650490182684895	0.6019257917960157	1	0.06397265280750286	0.9999999218089236
NABP2	0	3	0	0	1	121.426500613167	0	0	3.6557259704071075	0.018481806202330753	0.944153212659796	0.05567909569896945	0.2129236069864321	0.5870600881616712	0.9790755787452324	0.8884328472409911	1	0.06443373780510608	0.9999999218089236
HCAR2	0	3	0	0	2	82.22720897536318	0	0	4.2583181633313565	0.040398495902862375	0.9562182151371345	0.11538510572317406	0.10303035057856871	0.6493115807211505	0.9790755787452324	0.9259316552563779	1	0.06457904434732287	0.9999999218089236
STUB1	1	0	0	0	3	0	0	0	7.6481635433517114	0.262043125174683	0.6694809484950687	0.5067352158364871	0.023460576376765203	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.9059936003563778	0.06457963090425811	0.9999999218089236
PLP2	2	0	0	0	2	0	0	0	10.130900728448454	0.21218400836217455	0.660021612349118	0.4296378627143549	0.02786289841272099	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.9824700266398575	0.06494569170288378	0.9999999218089236
ARRDC2	0	5	0	0	1	115.77242870011459	0	0	1.8995438865840852	0.011675065607043789	0.9406130511054269	0.03519299994789615	0.34041009951784473	0.522930356552479	0.9790755787452324	0.8884328472409911	1	0.06498594269584934	0.9999999218089236
KCNQ1	0	6	0	0	1	117.58497488281157	0	0	1.144776817911827	0.00929925210884186	0.9295259063893677	0.026175700845733285	0.45873845348431974	0.5004112356454501	0.9790755787452324	0.8729928148338201	1	0.06510868155613281	0.9999999218089236
CA14	0	1	2	0	0	32.19514088676915	425.28395238403004	425.28395238403004	0	0.23608691276488747	0.0030502973924857457	0.01201847170144843	1	0.6849084872670016	0.6316062600781123	0.6139830267637592	1	0.06515586688022568	0.9999999218089236
RACK1	3	0	0	0	2	0	0	0	4.874301293876144	0.05909314821002132	0.4241652244503046	0.14039909454963584	0.08563389859175262	0.6560654474341984	0.9790755787452324	0.9557163935914434	1	0.06517554143461479	0.9999999218089236
ARMCX4	23	35	0	0	5	0.7291631686627003	0	0	1.69143148347077	0.24503095923780505	0.020365291497788873	0.05174528661283673	0.23262018428406908	0.6849084872670016	0.8900320297204208	0.8884328472409911	1	0.0652377636029925	0.9999999218089236
ATP6AP1	0	1	0	0	4	23.823722444218518	0	0	6.581859071985621	0.296046850584736	0.931709489191478	0.5529157767351387	0.02179177108406371	0.6857430496263863	0.9790755787452324	0.9950479874714564	0.8929579629057179	0.06529086524654004	0.9999999218089236
EOGT	1	0	0	2	0	0	13.729580181009084	13.729580181009084	0	0.2155760343837123	0.029196314630141162	0.012085068237429941	1	0.6849084872670016	0.8900320297204208	0.6157690266317706	1	0.06545012667241679	0.9999999218089236
USP54	0	5	1	1	2	64.42772781111172	252.36235911385853	252.36235911385853	0.919897810951106	0.047634832862040954	0.008323951347053993	0.026285132045526183	0.4603745651892789	0.6560654474341984	0.8900320297204208	0.8729928148338201	1	0.06552049493808632	0.9999999218089236
PLP1	0	0	0	1	1	0	348.23530806154434	348.23530806154434	2.7878198047708884	0.8374023159909694	0.023260755948997458	0.0463770911328627	0.26125758889555106	0.9515866181917966	0.8900320297204208	0.8884328472409911	1	0.06558829481313166	0.9999999218089236
ZFYVE21	0	2	1	0	1	63.42349019961229	371.10133637832183	371.10133637832183	3.063296070064454	0.0821745759999678	0.021722524699073764	0.04981476948991148	0.24369577950063187	0.6696210356282365	0.8900320297204208	0.8884328472409911	1	0.06569102085509959	0.9999999218089236
ERCC2	1	5	0	0	5	3.527737479743525	0	0	4.668758468230763	0.18652129311940968	0.6267363398380597	0.30958421066033426	0.03923061403157992	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.06571541218860955	0.9999999218089236
TRIM69	1	1	0	2	1	0.9983959587634381	20.388805392997423	20.388805392997423	1.5469339435654827	0.9990850321790448	0.01360271662566992	0.03139473541195148	0.3870098896745166	0.9996831238268299	0.8900320297204208	0.8836656452783508	1	0.06573699957634727	0.9999999218089236
CADPS	0	6	0	0	3	88.07036307583935	0	0	1.7171652268677404	0.02088259961898964	0.9087613537960827	0.047528083552124234	0.2556518370228558	0.5934629488173081	0.9790755787452324	0.8884328472409911	1	0.06573950813119744	0.9999999218089236
TMED4	0	0	0	0	3	0	0	0	10.197551391135615	0.8346260129940916	0.9460174336013386	0.9770951866301338	0.012442787154160116	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.7299245445344666	0.06577102064528839	0.9999999218089236
ARAF	1	4	1	0	4	3.134058844119446	7.861190512291807	7.861190512291807	5.107175655527557	0.25355140975651125	0.17417960726749737	0.3115067377658217	0.03914254559891503	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.06592698412079145	0.9999999218089236
FCGR3B	2	8	0	0	0	6.966274719088703	0	0	0	0.004605507468753989	0.619367364698781	0.012196097815255103	1	0.35713783813477146	0.9790755787452324	0.618189708010743	1	0.06593990089617796	0.9999999218089236
DUS1L	0	1	0	0	4	23.208240303056755	0	0	6.540201736086977	0.30161692744784696	0.9216459700046131	0.5518223778509888	0.022130265374542823	0.6879231571933302	0.9790755787452324	0.9950479874714564	0.8930374617303443	0.06600985850508156	0.9999999218089236
ZBTB33	0	5	0	0	2	94.86092698081184	0	0	2.30316168120745	0.01972013254909799	0.9410255473975481	0.05688687042684526	0.21508915771925147	0.5934629488173081	0.9790755787452324	0.8884328472409911	1	0.06611456517628611	0.9999999218089236
TINAGL1	2	4	0	0	4	1.7494775454905047	0	0	6.62405047629322	0.5051701980870458	0.4924086787158375	0.5706461318471553	0.021455514456086917	0.8799016046045947	0.9790755787452324	0.9950479874714564	0.8847672317230418	0.06614872109843939	0.9999999218089236
ASAH1	2	0	0	1	2	0	3.6661966183983625	3.6661966183983625	3.7622034258558585	0.10109191526245132	0.3332814245149136	0.10101838072587543	0.12121534861439458	0.6736230875276797	0.9790755787452324	0.9085600390336033	1	0.0661552014537683	0.9999999218089236
ZNF544	16	29	0	0	2	1.4732941749531185	0	0	2.1648433120846557	0.20582846352086948	0.07010216170578021	0.05357059771011219	0.2293240031932081	0.6849084872670016	0.9790755787452324	0.8884328472409911	1	0.06633144274845015	0.9999999218089236
PFKL	3	3	0	0	6	0.7510853416505164	0	0	5.954012079843586	0.72536430282526	0.416342327637397	0.7017900215499165	0.01754909451419626	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.8362267764668043	0.06646670922614017	0.9999999218089236
HPN	0	4	0	1	1	99.02754846576772	230.60157620138466	230.60157620138466	1.8541002529337482	0.02149130214252637	0.03611663374190732	0.03563614985665864	0.3457736393623512	0.5976037867052969	0.8900320297204208	0.8884328472409911	1	0.06649424003045923	0.9999999218089236
WDR93	2	0	1	1	0	0	6.5478683428464475	6.5478683428464475	0	0.0755007741456094	0.0771668625179559	0.012340990011906361	1	0.6642271450881339	0.9790755787452324	0.6222928227765425	1	0.0665775312474135	0.9999999218089236
ANKRD62	0	2	1	1	1	31.779278971000778	291.2760271941957	291.2760271941957	0.8442417273707046	0.1909192911113533	0.006349339351685357	0.02322948701693983	0.5327099611055763	0.6849084872670016	0.871391664182377	0.8266577559192222	1	0.06672510398902665	0.9999999218089236
CCDC96	0	4	1	0	1	87.05242894968366	365.02609972922977	365.02609972922977	1.393909902385444	0.028735659724269058	0.022111949745806325	0.03009572853281106	0.41147591688067675	0.6231118963017168	0.8900320297204208	0.8769210481476564	1	0.06676501776863153	0.9999999218089236
HCK	1	3	2	0	2	2.6254311050369776	15.538383842831292	15.538383842831292	2.9412292437431	0.36589548223690604	0.023065731840460568	0.07563363066086803	0.16396925414045208	0.7206101048526904	0.8900320297204208	0.8970311077300553	1	0.0668437093230414	0.9999999218089236
HCAR3	0	6	0	0	0	159.1979488147164	0	0	0	0.0034957089064914237	0.9547990636154203	0.012433071739671564	1	0.29582816589543076	0.9790755787452324	0.6253160422247217	1	0.06698187201772743	0.9999999218089236
CDC25B	1	2	0	0	5	1.5982665054734873	0	0	6.669654954615377	0.6919815993089372	0.6343624940377615	0.7921971547022812	0.015740040399753588	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.8020003830911095	0.06714039526643056	0.9999999218089236
IGHV3-30	1	0	0	0	2	0	0	0	13.24810095258644	0.42711092751460533	0.7877920147741904	0.7101904195587467	0.017700648988097173	0.7858659409633647	0.9790755787452324	0.9950479874714564	0.8362267764668043	0.06758551740871921	0.9999999218089236
FAM86B2	0	4	0	0	1	116.79216126502563	0	0	2.3414317393544013	0.014472973614966023	0.9369924926528201	0.04249813856435103	0.2958126162458011	0.5495822134522529	0.9790755787452324	0.8884328472409911	1	0.06758838051751725	0.9999999218089236
UBR5	3	3	3	0	6	0.42057233486887496	3.4174235406067206	3.4174235406067206	1.660744083699229	0.29394167644976454	0.14305412619376012	0.05480006775704549	0.2307203897174189	0.6850408105578571	0.9790755787452324	0.8884328472409911	1	0.06790330255910615	0.9999999218089236
SART1	1	4	1	0	5	2.8882449363352944	7.26744227778819	7.26744227778819	4.837789673697295	0.29165913614042405	0.18896448488146	0.3505671565203232	0.03606971279716198	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.06790926252543827	0.9999999218089236
GATA1	0	3	1	0	1	76.21963738978141	391.2309052189318	391.2309052189318	1.8496751926642168	0.04645636304271783	0.02052082000277977	0.03666572179611838	0.3463049878229504	0.6560654474341984	0.8900320297204208	0.8884328472409911	1	0.0681393286415668	0.9999999218089236
EVI5L	0	2	2	0	0	36.875783599013836	416.6203904356331	416.6203904356331	0	0.16238464546368248	0.0031762336071763375	0.012699391912997737	1	0.6849084872670016	0.6439813638550025	0.6337456482194136	1	0.06814749171045253	0.9999999218089236
ETHE1	0	2	0	0	2	65.78793044350375	0	0	5.938803875297369	0.07808682119943855	0.9440352599166498	0.19739498975192626	0.0644621105403769	0.665156187232329	0.9790755787452324	0.9950479874714564	1	0.06825708360676996	0.9999999218089236
PRKAR1A	0	3	0	0	2	75.5170654951	0	0	4.057664427886423	0.047241988473423424	0.9212678369152051	0.11584926529877926	0.10985651976202737	0.6560654474341984	0.9790755787452324	0.9259316552563779	1	0.06826711873293179	0.9999999218089236
OR5W2	0	5	0	0	0	173.81786538049576	0	0	0	0.00345259551203958	0.9604887512090875	0.012730915970704415	1	0.29345554168706717	0.9790755787452324	0.6337456482194136	1	0.06828509299382401	0.9999999218089236
KNDC1	1	12	0	0	1	7.553207480349899	0	0	0.44286508898646104	0.009276554327748876	0.6308831250368513	0.01876138475638134	0.6800400908729767	0.5004112356454501	0.9790755787452324	0.7467721736159639	1	0.0684054051003552	0.9999999218089236
ELAVL2	0	3	0	0	2	79.61295947839929	0	0	3.9744302857759326	0.04289704687113882	0.9349625737441191	0.1131180942601484	0.1128889870082972	0.6560654474341984	0.9790755787452324	0.9254532033388613	1	0.06845465639429993	0.9999999218089236
TMEM266	0	4	1	0	1	94.78416673215814	288.54698582137996	288.54698582137996	1.47903417123341	0.023763926643471267	0.028454289271162336	0.03214087673385313	0.3974952439352793	0.6079574717268228	0.8900320297204208	0.8848515201523584	1	0.06848107437668582	0.9999999218089236
CGREF1	0	6	0	0	0	153.08075898072	0	0	0	0.003997323998637725	0.9396977191200598	0.012789625919081615	1	0.32828655826786785	0.9790755787452324	0.6350151148586335	1	0.06854115171629249	0.9999999218089236
